providerId,providerName_old,address_old,city_old,state_old,zipCode_old,region,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,providerName
40007,CHI-ST VINCENT INFIRMARY,TWO ST VINCENT CIRCLE,LITTLE ROCK,Arkansas,72205,AR - Little Rock,34.750326,-92.351206,1,place,,,Little Rock,AR,Pulaski County,72205,US,Chi-St Vincent Infirmary
40010,MERCY HOSPITAL NORTHWEST ARKANSAS,2710 RIFE MEDICAL LANE,ROGERS,Arkansas,72758,AR - Springdale,36.30899,-94.183095,1,rooftop,2710,S Rife Medical Ln,Rogers,AR,Benton County,72758,US,Mercy Hospital Northwest Arkansas
40014,WHITE COUNTY MEDICAL CENTER,3214 EAST RACE AVENUE,SEARCY,Arkansas,72143,AR - Little Rock,35.251295,-91.697911,1,rooftop,3214,E Race Ave,Searcy,AR,White County,72143,US,White County Medical Center
40016,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,Arkansas,72205,AR - Little Rock,34.749011,-92.320103,1,rooftop,4301,W Markham St,Little Rock,AR,Pulaski County,72205,US,Uams Medical Center
40017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH MAIN STREET,HARRISON,Arkansas,72601,AR - Springdale,36.23649,-93.109182,0.7,rooftop,620,Main St,Harrison,AR,Boone County,72601,US,North Arkansas Regional Medical Center
40020,ST BERNARDS MEDICAL CENTER,225 E JACKSON,JONESBORO,Arkansas,72401,AR - Jonesboro,35.835971,-90.701717,0.7,rooftop,225,Jackson Ave E,Jonesboro,AR,Craighead County,72401,US,St Bernards Medical Center
40022,NORTHWEST MEDICAL CENTER-SPRINGDALE,609 WEST MAPLE AVENUE,SPRINGDALE,Arkansas,72764,AR - Springdale,36.180675,-94.136986,1,rooftop,609,W Maple Ave,Springdale,AR,Washington County,72764,US,Northwest Medical Center-Springdale
40026,CHI ST. VINCENT HOSPITAL HOT SPRINGS,300 WERNER STREET,HOT SPRINGS,Arkansas,71903,AR - Little Rock,34.467827,-93.066333,1,rooftop,300,Werner St,Hot Springs National Park,AR,Garland County,71913,US,Chi St. Vincent Hospital Hot Springs
40027,BAXTER REGIONAL MEDICAL CENTER,624 HOSPITAL DRIVE,MOUNTAIN HOME,Arkansas,72653,MO - Springfield,36.342981,-92.395855,1,rooftop,624,Hospital Dr,Mountain Home,AR,Baxter County,72653,US,Baxter Regional Medical Center
40029,CONWAY REGIONAL MEDICAL CENTER,2302 COLLEGE AVENUE,CONWAY,Arkansas,72034,AR - Little Rock,35.0858,-92.457811,1,rooftop,2302,College Ave,Conway,AR,Faulkner County,72034,US,Conway Regional Medical Center
40036,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,3333 SPRINGHILL DRIVE,NORTH LITTLE ROCK,Arkansas,72117,AR - Little Rock,34.7837,-92.223076,1,rooftop,3333,Springhill Dr,North Little Rock,AR,Pulaski County,72117,US,Baptist Health Medical Center North Little Rock
40039,ARKANSAS METHODIST MEDICAL CENTER,900 WEST KINGSHIGHWAY,PARAGOULD,Arkansas,72450,AR - Jonesboro,36.051872,-90.498393,1,rooftop,900,W Kingshighway,Paragould,AR,Greene County,72450,US,Arkansas Methodist Medical Center
40041,ST MARYS REGIONAL MEDICAL CENTER,1808 WEST MAIN STREET,RUSSELLVILLE,Arkansas,72801,AR - Little Rock,35.283456,-93.150221,1,rooftop,1808,W Main St,Russellville,AR,Pope County,72801,US,St Marys Regional Medical Center
40050,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,Arkansas,71701,AR - Little Rock,33.575972,-92.836133,0.7,rooftop,638,California Ave SW,Camden,AR,Ouachita County,71701,US,Ouachita County Medical Center
40055,SPARKS REGIONAL MEDICAL CENTER,1001 TOWSON AVENUE,FORT SMITH,Arkansas,72902,AR - Fort Smith,35.374338,-94.421079,1,rooftop,1001,Towson Ave,Fort Smith,AR,Sebastian County,72901,US,Sparks Regional Medical Center
40062,ST EDWARD MERCY MEDICAL CENTER,7301 ROGERS AVE,FORT SMITH,Arkansas,72917,AR - Fort Smith,35.355512,-94.352762,1,rooftop,7301,Rogers Ave,Fort Smith,AR,Sebastian County,72903,US,St Edward Mercy Medical Center
40071,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,Arkansas,71603,AR - Little Rock,34.18755,-92.018466,1,rooftop,1600,W 40th Ave,Pine Bluff,AR,Jefferson County,71603,US,Jefferson Regional Medical Center
40078,NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVENUE,HOT SPRINGS,Arkansas,71901,AR - Little Rock,34.485805,-93.036251,1,rooftop,1910,Malvern Ave,Hot Springs National Park,AR,Garland County,71901,US,National Park Medical Center
40084,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,BENTON,Arkansas,72015,AR - Little Rock,34.573545,-92.585454,1,rooftop,1,Medical Park Dr,Benton,AR,Saline County,72015,US,Saline Memorial Hospital
40088,MEDICAL CENTER SOUTH ARKANSAS,700 WEST GROVE STREET,EL DORADO,Arkansas,71731,AR - Little Rock,33.218476,-92.667237,0.8,street_center,,W Grove St,El Dorado,AR,Union County,71730,US,Medical Center South Arkansas
40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,"9601 INTERSTATE 630, EXIT 7",LITTLE ROCK,Arkansas,72205,AR - Little Rock,34.746587,-92.374663,1,range_interpolation,9601,I- 630,Little Rock,AR,Pulaski County,72205,US,Baptist Health Medical Center-Little Rock
40118,NEA BAPTIST MEMORIAL HOSPITAL,4800 EAST JOHNSON AVENUE,JONESBORO,Arkansas,72401,AR - Jonesboro,35.866402,-90.636319,0.7,rooftop,4800,Johnson Ave E,Jonesboro,AR,Craighead County,72401,US,Nea Baptist Memorial Hospital
40119,WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,BATESVILLE,Arkansas,72503,AR - Little Rock,35.769396,-91.632881,1,range_interpolation,1710,Harrison St,Batesville,AR,Independence County,72501,US,White River Medical Center
40134,"ARKANSAS HEART HOSPITAL, LLC",1701 S SHACKLEFORD ROAD,LITTLE ROCK,Arkansas,72211,AR - Little Rock,34.739257,-92.393263,0.7,rooftop,1701,S Shackleford Rd,Little Rock,AR,Pulaski County,72211,US,"Arkansas Heart Hospital, Llc"
40147,ARKANSAS SURGICAL HOSPITAL,5201 NORTH SHORE DRIVE,NO LITTLE ROCK,Arkansas,72118,AR - Little Rock,34.793536,-92.276343,0.8,street_center,,Schaer St,North Little Rock,AR,Pulaski County,72118,US,Arkansas Surgical Hospital
40152,PHYSICIANS' SPECIALTY HOSPITAL,3873 NORTH PARKVIEW DRIVE,FAYETTEVILLE,Arkansas,72703,AR - Springdale,36.121288,-94.13407,1,rooftop,3873,N Parkview Dr,Fayetteville,AR,Washington County,72703,US,Physicians' Specialty Hospital
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,California,94545,CA - Alameda County,37.633305,-122.087949,1,rooftop,27200,Calaroga Ave,Hayward,CA,Alameda County,94545,US,St Rose Hospital
50006,ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,California,95501,CA - Redding,40.782152,-124.141988,1,range_interpolation,2700,Dolbeer St,Eureka,CA,Humboldt County,95501,US,St Joseph Hospital
50007,MILLS-PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,California,94010,CA - San Mateo County,37.594688,-122.383186,1,range_interpolation,1501,Trousdale Dr,Burlingame,CA,San Mateo County,94010,US,Mills-Peninsula Medical Center
50008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVE,SAN FRANCISCO,California,94117,CA - San Francisco,37.768239,-122.434595,1,rooftop,601,Duboce Ave,San Francisco,CA,San Francisco County,94114,US,California Pacific Medical Ctr-Davies Campus Hosp
50009,QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,California,94558,CA - Napa,38.323525,-122.29672,1,range_interpolation,1000,Trancas St,Napa,CA,Napa County,94558,US,Queen Of The Valley Medical Center
50013,ST HELENA HOSPITAL,10 WOODLAND ROAD,SAINT HELENA,California,94574,CA - Napa,38.319362,-122.272139,0.8,street_center,,Woodland Dr,Napa,CA,Napa County,94558,US,St Helena Hospital
50014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,California,95642,CA - Sacramento,38.351318,-120.766709,1,range_interpolation,200,Mission Blvd,Jackson,CA,Amador County,95642,US,Sutter Amador Hospital
50017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,California,95819,CA - Sacramento,38.569808,-121.45374,1,range_interpolation,4001,J St,Sacramento,CA,Sacramento County,95819,US,Mercy General Hospital
50022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,California,92501,CA - San Bernardino,33.97637,-117.381407,1,rooftop,4445,Magnolia Ave,Riverside,CA,Riverside County,92501,US,Riverside Community Hospital
50024,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,California,91950,CA - San Diego,32.683947,-117.081633,0.7,rooftop,2400,E 4th St E,National City,CA,San Diego County,91950,US,Paradise Valley Hospital
50025,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,200 WEST ARBOR DRIVE,SAN DIEGO,California,92103,CA - San Diego,32.754871,-117.166514,1,rooftop,200,W Arbor Dr,San Diego,CA,San Diego County,92103,US,University Of California San Diego Medical Center
50026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,California,91942,CA - San Diego,32.78157,-117.007141,1,rooftop,5555,Grossmont Center Dr,La Mesa,CA,San Diego County,91942,US,Grossmont Hospital
50028,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,ARCATA,California,95521,CA - Redding,40.903677,-124.091536,0.8,range_interpolation,3800,Janes Rd,Arcata,CA,Humboldt County,95521,US,Mad River Community Hospital
50030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,California,95966,CA - Chico,39.463113,-121.417372,0.33,place,,,Oroville,CA,Butte County,95966,US,Oroville Hospital
50036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST BOX 1888,BAKERSFIELD,California,93301,CA - Bakersfield,35.39238,-119.006865,1,rooftop,420,34th St,Bakersfield,CA,Kern County,93301,US,Bakersfield Memorial Hospital
50038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,California,95128,CA - San Jose,37.313942,-121.935802,1,rooftop,751,S Bascom Ave,San Jose,CA,Santa Clara County,95128,US,Santa Clara Valley Medical Center
50039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,California,95926,CA - Chico,39.742159,-121.849862,1,rooftop,1531,Esplanade,Chico,CA,Butte County,95926,US,Enloe Medical Center
50042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,California,96080,CA - Chico,40.148917,-122.217982,1,range_interpolation,2550,Sister Mary Columba Dr,Red Bluff,CA,Tehama County,96080,US,St Elizabeth Community Hospital
50043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,California,94609,CA - Alameda County,37.819352,-122.263924,1,rooftop,350,Hawthorne Ave,Oakland,CA,Alameda County,94609,US,Alta Bates Summit Medical Center
50045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,California,92243,CA - San Diego,32.781349,-115.568571,1,range_interpolation,1415,Ross Ave,El Centro,CA,Imperial County,92243,US,El Centro Regional Medical Center
50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,SAN FRANCISCO,California,94115,CA - San Francisco,37.790615,-122.431434,1,rooftop,2333,Buchanan St,San Francisco,CA,San Francisco County,94115,US,California Pacific Medical Ctr-Pacific Campus Hosp
50054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,California,92220,CA - San Bernardino,33.931945,-116.94577,0.7,rooftop,600,Highland Springs Ave,Banning,CA,Riverside County,92220,US,San Gorgonio Memorial Hospital
50055,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,California,94110,CA - San Francisco,37.747835,-122.42086,1,rooftop,3555,Cesar Chavez St,San Francisco,CA,San Francisco County,94110,US,California Pacific Medical Ctr - St. Luke'S Campus
50056,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,California,93534,CA - Los Angeles,34.689215,-118.157006,1,range_interpolation,1600,W Ave J,Lancaster,CA,Los Angeles County,93534,US,Antelope Valley Hospital
50057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,California,93291,CA - Bakersfield,36.327602,-119.28891,1,range_interpolation,400,E Mineral King Ave,Visalia,CA,Tulare County,93291,US,Kaweah Delta Medical Center
50058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,California,91204,CA - Los Angeles,34.128447,-118.257639,1,range_interpolation,1420,S Central Ave,Glendale,CA,Los Angeles County,91204,US,Glendale Mem Hospital & Hlth Center
50060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,California,93721,CA - Fresno,36.742548,-119.784127,1,rooftop,2823,Fresno St,Fresno,CA,Fresno County,93721,US,Community Regional Medical Center
50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,California,90027,CA - Los Angeles,34.095788,-118.291517,1,rooftop,1300,N Vermont Ave,Los Angeles,CA,Los Angeles County,90027,US,Hollywood Presbyterian Medical Center
50069,ST JOSEPH HOSPITAL,1100 WEST STEWART DR,ORANGE,California,92868,CA - Orange County,33.78253,-117.865078,1,range_interpolation,1100,W Stewart Dr,Orange,CA,Orange County,92868,US,St Joseph Hospital
50070,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,California,94080,CA - San Mateo County,37.657023,-122.43741,1,range_interpolation,1200,El Camino Real,South San Francisco,CA,San Mateo County,94080,US,Kaiser Foundation Hospital - South San Francisco
50071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,California,95051,CA - San Jose,37.331406,-121.99554,1,range_interpolation,700,Lawrence Expy,Santa Clara,CA,Santa Clara County,95051,US,Kaiser Foundation Hospital-Santa Clara
50073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,975 SERENO DR,VALLEJO,California,94589,CA - San Francisco,38.126542,-122.247795,1,rooftop,975,Sereno Dr,Vallejo,CA,Solano County,94589,US,Kaiser Foundation Hospital And Rehab Center
50075,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,275 W MACARTHUR BOULEVARD,OAKLAND,California,94611,CA - Alameda County,37.814849,-122.252226,0.6,rooftop,275,Macarthur Bl,Oakland,CA,Alameda County,94610,US,Kaiser Foundation Hospital - Oakland/Richmond
50076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,California,94115,CA - San Francisco,37.782308,-122.443226,1,rooftop,2425,Geary Blvd,San Francisco,CA,San Francisco County,94115,US,Kaiser Foundation Hospital - San Francisco
50077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,California,92103,CA - San Diego,32.751388,-117.161096,1,range_interpolation,4077,5th Ave,San Diego,CA,San Diego County,92103,US,Scripps Mercy Hospital
50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,California,90732,CA - Los Angeles,33.738063,-118.304108,1,rooftop,1300,W 7th St,San Pedro,CA,Los Angeles County,90731,US,Providence Little Co Of Mary Med Ctr San Pedro
50079,DOCTORS MEDICAL CENTER - SAN PABLO,2000 VALE RD,SAN PABLO,California,94806,CA - San Francisco,37.954427,-122.336129,1,rooftop,2000,Vale Rd,San Pablo,CA,Contra Costa County,94806,US,Doctors Medical Center - San Pablo
50082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,California,93030,CA - Ventura,34.216838,-119.156239,1,rooftop,1600,N Rose Ave,Oxnard,CA,Ventura County,93030,US,St Johns Regional Medical Center
50084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,California,95204,CA - Stockton,37.970772,-121.289061,1,range_interpolation,1800,N California St,Stockton,CA,San Joaquin County,95204,US,St Joseph'S Medical Center Of Stockton
50090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,SONOMA,California,95476,CA - Santa Rosa,38.288106,-122.465149,1,rooftop,347,Andrieux St,Sonoma,CA,Sonoma County,95476,US,Sonoma Valley Hospital
50093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO,California,93710,CA - Fresno,36.835354,-119.765528,1,rooftop,1303,E Herndon Ave,Fresno,CA,Fresno County,93720,US,Saint Agnes Medical Center
50099,SAN ANTONIO REGIONAL HOSPITAL,999 SAN BERNARDINO ROAD,UPLAND,California,91786,CA - San Bernardino,34.101015,-117.638542,1,rooftop,999,San Bernardino Rd,Upland,CA,San Bernardino County,91786,US,San Antonio Regional Hospital
50100,SHARP MEMORIAL HOSPITAL,7901 FROST ST,SAN DIEGO,California,92123,CA - San Diego,32.798583,-117.154618,1,rooftop,7901,Frost St,San Diego,CA,San Diego County,92123,US,Sharp Memorial Hospital
50101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,VALLEJO,California,94589,CA - San Francisco,38.131184,-122.237323,1,rooftop,300,Hospital Dr,Vallejo,CA,Solano County,94589,US,Sutter Solano Medical Center
50102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,California,92503,CA - San Bernardino,33.927146,-117.439082,1,rooftop,3865,Jackson St,Riverside,CA,Riverside County,92503,US,Parkview Community Hospital Medical Center
50103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,California,90033,CA - Los Angeles,34.05038,-118.211991,0.22,place,,,Los Angeles,CA,Los Angeles County,90033,US,White Memorial Medical Center
50107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,California,93454,CA - Santa Barbara,34.952214,-120.412157,1,range_interpolation,1400,E Church St,Santa Maria,CA,Santa Barbara County,93454,US,Marian Regional Medical Center
50108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,California,95816,CA - Sacramento,38.570571,-121.47035,1,range_interpolation,2825,Capitol Ave,Sacramento,CA,Sacramento County,95816,US,"Sutter Medical Center, Sacramento"
50110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,California,93436,CA - Santa Barbara,34.639538,-120.47575,0.9,range_interpolation,1515,W Ocean Way,Lompoc,CA,Santa Barbara County,93436,US,Lompoc Valley Medical Center
50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,California,90404,CA - Los Angeles,34.027513,-118.486295,1,range_interpolation,1250,16th St,Santa Monica,CA,Los Angeles County,90404,US,Santa Monica - Ucla Med Ctr & Orthopaedic Hospital
50115,PALOMAR HEALTH DOWNTOWN CAMPUS,555 E VALLEY PARKWAY,ESCONDIDO,California,92025,CA - San Diego,33.126188,-117.075881,1,range_interpolation,555,Co Hwy S6,Escondido,CA,San Diego County,92025,US,Palomar Health Downtown Campus
50116,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,NORTHRIDGE,California,91325,CA - Los Angeles,34.220623,-118.532026,1,rooftop,18300,Roscoe Blvd,Northridge,CA,Los Angeles County,91325,US,Northridge Hospital Medical Center
50118,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH STREET,MANTECA,California,95336,CA - Stockton,37.801215,-121.198245,0.9,range_interpolation,1205,North St,Manteca,CA,San Joaquin County,95336,US,Doctors Hospital Of Manteca
50121,ADVENTIST MEDICAL CENTER,115 MALL DRIVE,HANFORD,California,93230,CA - Fresno,36.32427,-119.668753,0.8,street_center,,Mall Dr,Hanford,CA,Kings County,93230,US,Adventist Medical Center
50122,DAMERON HOSPITAL,525 WEST ACACIA STREET,STOCKTON,California,95203,CA - Stockton,37.961366,-121.300575,1,range_interpolation,525,W Acacia St,Stockton,CA,San Joaquin County,95203,US,Dameron Hospital
50124,USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,California,91209,CA - Los Angeles,34.20553,-118.216799,1,rooftop,1812,Verdugo Blvd,Glendale,CA,Los Angeles County,91208,US,Usc Verdugo Hills Hospital
50125,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,California,95116,CA - San Jose,37.362472,-121.849255,1,rooftop,225,N Jackson Ave,San Jose,CA,Santa Clara County,95116,US,Regional Medical Center Of San Jose
50126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,VAN NUYS,California,91406,CA - Los Angeles,34.194076,-118.462499,1,rooftop,15107,Vanowen St,Van Nuys,CA,Los Angeles County,91405,US,Valley Presbyterian Hospital
50127,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND,California,95695,CA - Sacramento,38.663131,-121.793467,1,range_interpolation,1325,Cottonwood St,Woodland,CA,Yolo County,95695,US,Woodland Memorial Hospital
50128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,California,92056,CA - San Diego,33.184329,-117.291805,1,rooftop,4002,Vista Way,Oceanside,CA,San Diego County,92056,US,Tri-City Medical Center
50129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,California,92404,CA - San Bernardino,34.134626,-117.273564,1,rooftop,2101,N Waterman Ave,San Bernardino,CA,San Bernardino County,92404,US,St Bernardine Medical Center
50131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,California,94945,CA - San Francisco,38.09412,-122.555224,1,rooftop,180,Rowland Blvd,Novato,CA,Marin County,94945,US,Novato Community Hospital
50132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,California,91776,CA - Los Angeles,34.100806,-118.105878,1,rooftop,438,W Las Tunas Dr,San Gabriel,CA,Los Angeles County,91776,US,San Gabriel Valley Medical Center
50133,RIDEOUT MEMORIAL HOSPITAL,726 4TH ST,MARYSVILLE,California,95901,CA - Sacramento,39.138578,-121.594941,1,range_interpolation,726,4th St,Marysville,CA,Yuba County,95901,US,Rideout Memorial Hospital
50135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,California,90028,CA - Los Angeles,34.096313,-118.325079,1,rooftop,6245,De Longpre Ave,Los Angeles,CA,Los Angeles County,90028,US,Southern California Hospital At Hollywood
50136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,California,94954,CA - Santa Rosa,38.254614,-122.631895,1,rooftop,400,N McDowell Blvd,Petaluma,CA,Sonoma County,94954,US,Petaluma Valley Hospital
50137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,California,91402,CA - Los Angeles,34.219734,-118.430841,1,rooftop,13652,Cantara St,Panorama City,CA,Los Angeles County,91402,US,Kaiser Foundation Hospital - Panorama City
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,California,90242,CA - Los Angeles,33.917203,-118.129162,1,range_interpolation,9333,Imperial Hwy,Downey,CA,Los Angeles County,90242,US,Kaiser Foundation Hospital - Downey
50140,KAISER FOUNDATION HOSPITAL FONTANA,9961 SIERRA AVE,FONTANA,California,92335,CA - San Bernardino,34.072247,-117.431967,1,rooftop,9961,Sierra Ave,Fontana,CA,San Bernardino County,92335,US,Kaiser Foundation Hospital Fontana
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,California,93940,CA - Salinas,36.57485,-121.840727,0.33,place,,,Monterey,CA,Monterey County,93940,US,Community Hospital Of The Monterey Peninsula
50149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,California,90015,CA - Los Angeles,34.037202,-118.265621,1,rooftop,1401,S Grand Ave,Los Angeles,CA,Los Angeles County,90015,US,California Hospital Medical Center La
50150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,California,95945,CA - Sacramento,39.228316,-121.046797,1,range_interpolation,155,Glasson Way,Grass Valley,CA,Nevada County,95945,US,Sierra Nevada Memorial Hospital
50152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,SAN FRANCISCO,California,94109,CA - San Francisco,37.789631,-122.416554,1,rooftop,900,Hyde St,San Francisco,CA,San Francisco County,94109,US,Saint Francis Memorial Hospital
