drg,procedure_id,procedure_name,provider_id,provider_name,address,city,state,zip_code,region,total_discharges,average_covered_charges,average_totalPayments,average_medicare_payments,patient_oop_payments
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10078,NORTHEAST ALABAMA REGIONAL MED CENTER,400 EAST 10TH STREET,ANNISTON,Alabama,36207,AL - Birmingham,232,62054.28,11004.71,9002.09,2002.62
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10079,ATHENS-LIMESTONE HOSPITAL,700 WEST MARKET STREET,ATHENS,Alabama,35611,AL - Huntsville,117,34621.23,12071.04,10236.85,1834.19
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,FOLEY,Alabama,36535,AL - Mobile,98,92471.71,11363.28,9305.8,2057.48
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10085,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,1201 7TH STREET SE,DECATUR,Alabama,35601,AL - Huntsville,229,42604.86,10953.33,9516.54,1436.79
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10087,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,Alabama,36617,AL - Mobile,24,40164,18169.29,16563.33,1605.96
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,JASPER,Alabama,35502,AL - Birmingham,150,51539.75,11671.65,9888.93,1782.72
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,Alabama,36608,AL - Mobile,239,27609.51,12204.42,8979.13,3225.29
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10092,D C H REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,Alabama,35401,AL - Tuscaloosa,482,46493.98,12475.52,10913.94,1561.58
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,Alabama,36532,AL - Mobile,284,33654.63,10436.99,8832.86,1604.13
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10103,BAPTIST MEDICAL CENTER-PRINCETON,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,Alabama,35211,AL - Birmingham,146,71132.87,12327.63,10392.2,1935.43
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,Alabama,35243,AL - Birmingham,306,122959.65,12932,10156.64,2775.36
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10113,MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,MOBILE,Alabama,36652,AL - Mobile,337,28464.05,11300.57,9154.39,2146.18
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,BESSEMER,Alabama,35021,AL - Birmingham,29,47797.28,11663.9,9923.48,1740.42
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,Alabama,36081,AL - Montgomery,23,68778,12320.87,11191.43,1129.44
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,Alabama,35801,AL - Huntsville,339,92934.04,11032.44,9009.52,2022.92
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10139,BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,Alabama,35209,AL - Birmingham,441,86489.38,11193.61,9389.82,1803.79
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10144,SPRINGHILL MEMORIAL HOSPITAL,3719 DAUPHIN STREET,MOBILE,Alabama,36608,AL - Mobile,133,37555.77,10600.77,8575.56,2025.21
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10150,L V STABLER MEMORIAL HOSPITAL,29 L V STABLER DRIVE,GREENVILLE,Alabama,36037,AL - Montgomery,24,95172.92,12523.17,10756.29,1766.88
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10157,SHOALS HOSPITAL,201 WEST AVALON AVENUE,MUSCLE SHOALS,Alabama,35661,AL - Birmingham,39,51973.05,9982.49,8593.03,1389.46
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,Alabama,35653,AL - Birmingham,42,65822.05,11561.1,10128.12,1432.98
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,Alabama,35150,AL - Birmingham,40,47495.63,11259.48,9497.03,1762.45
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,10168,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,Alabama,36867,GA - Columbus,621,37619.44,11303.19,9522.3,1780.89
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,20001,PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Alaska,99508,AK - Anchorage,216,63372.21,18851.16,16424.3,2426.86
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,20006,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Alaska,99645,AK - Anchorage,42,74172.83,23458.14,18548.14,4910
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,20008,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Alaska,99801,AK - Anchorage,38,51078.58,21900.97,20684.58,1216.39
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,20012,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Alaska,99701,AK - Anchorage,75,80441.56,30932.64,27013.52,3919.12
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,Alaska,99508,AK - Anchorage,276,99537.74,19934.46,14141.49,5792.97
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,20024,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Alaska,99669,AK - Anchorage,66,69946.61,17955.21,16778.91,1176.3
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,20026,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Alaska,99508,AK - Anchorage,70,74573.5,24716.93,23364.83,1352.1
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,Arizona,85006,AZ - Phoenix,149,62884.55,17183.24,14078.52,3104.72
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,Arizona,85712,AZ - Tucson,709,34272.11,13469.07,11719.58,1749.49
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,Arizona,86326,AZ - Phoenix,114,64868.68,20470.84,17698.52,2772.32
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30010,ST. MARY'S HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,Arizona,85745,AZ - Tucson,52,50818.81,12760.83,11233.88,1526.95
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30011,ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,Arizona,85711,AZ - Tucson,240,54189.4,12846.54,10536.01,2310.53
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,Arizona,86301,AZ - Phoenix,133,67338.6,13926.32,11288.24,2638.08
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,Arizona,85364,AZ - Phoenix,306,59802.89,15173.43,13281.89,1891.54
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30014,JOHN C. LINCOLN MEDICAL CENTER,250 EAST DUNLAP AVENUE,PHOENIX,Arizona,85020,AZ - Phoenix,116,74905.54,14498.52,11251.56,3246.96
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,Arizona,86001,AZ - Phoenix,422,39288.76,23532.73,20320.87,3211.86
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,Arizona,85013,AZ - Phoenix,32,68261.13,19576.97,16045.22,3531.75
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,Arizona,85015,AZ - Phoenix,41,55060.98,15804.76,13395.39,2409.37
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30033,BANNER PAYSON MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,PAYSON,Arizona,85541,AZ - Phoenix,61,141042.31,13215.07,11987.26,1227.81
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30036,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,Arizona,85224,AZ - Mesa,154,98718.08,13474.05,11902.01,1572.04
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30037,ST LUKE'S MEDICAL CENTER,1800 EAST VAN BUREN STREET,PHOENIX,Arizona,85006,AZ - Phoenix,345,68025.94,14537.98,12421.46,2116.52
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30038,SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,Arizona,85251,AZ - Phoenix,271,75312.27,14047.68,10591.2,3456.48
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,Arizona,85635,AZ - Tucson,49,76288.55,19187.51,15154.96,4032.55
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,Arizona,86409,AZ - Phoenix,77,80106.77,16163.64,13373.58,2790.06
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,Arizona,85351,AZ - Sun City,418,48751.67,12956.67,10976.64,1980.03
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 EAST SHOW LOW LAKE ROAD,SHOW LOW,Arizona,85901,AZ - Phoenix,123,64544.54,18311.84,16759.24,1552.6
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30064,BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,1501 NORTH CAMPBELL AVENUE,TUCSON,Arizona,85724,AZ - Tucson,80,60260.31,18251.51,15344.46,2907.05
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,Arizona,85202,AZ - Mesa,163,51716.62,15834.34,13122.09,2712.25
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30068,MT GRAHAM REGIONAL MEDICAL CENTER,1600  SOUTH 20TH AVENUE,SAFFORD,Arizona,85546,AZ - Tucson,50,49736.82,23281.06,21099.02,2182.04
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CITY,Arizona,86403,AZ - Phoenix,217,92445.74,14966.26,12044.29,2921.97
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,Arizona,86045,AZ - Phoenix,73,20064.25,21685.6,20466.15,1219.45
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30083,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,Arizona,85032,AZ - Phoenix,26,53250.73,14387.81,12222.88,2164.93
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30085,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,TUCSON,Arizona,85741,AZ - Tucson,518,71726.54,12989.65,10932.1,2057.55
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30087,SCOTTSDALE SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,SCOTTSDALE,Arizona,85260,AZ - Phoenix,463,70985.54,13352.1,10422.23,2929.87
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,Arizona,85206,AZ - Mesa,285,54673.33,13211.62,10228.73,2982.89
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30089,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,GLENDALE,Arizona,85306,AZ - Phoenix,142,49384.9,14645.94,13059.69,1586.25
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30092,HONORHEALTH DEER VALLEY MEDICAL CENTER,19829 NORTH 27TH AVENUE,PHOENIX,Arizona,85027,AZ - Phoenix,228,79363.08,13845.71,11057.17,2788.54
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30093,BANNER DEL E WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,Arizona,85375,AZ - Sun City,372,50157.72,13285.16,11360.08,1925.08
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30094,ABRAZO ARROWHEAD CAMPUS,18701 NORTH 67TH AVENUE,GLENDALE,Arizona,85308,AZ - Phoenix,214,54716.71,14655.05,12364.49,2290.56
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,2735 SILVER CREEK ROAD,BULLHEAD CITY,Arizona,86442,NV - Las Vegas,128,132391.45,13759.64,12009.28,1750.36
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30103,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,PHOENIX,Arizona,85054,AZ - Phoenix,535,42653.78,16510.65,12112.63,4398.02
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30107,ARIZONA SPINE AND JOINT HOSPITAL,4620 EAST BASELINE ROAD,MESA,Arizona,85206,AZ - Mesa,283,43473.98,12130.11,10668.27,1461.84
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30108,"CORE INSTITUTE SPECIALTY HOSPITAL, THE",6501 NORTH 19TH AVENUE,PHOENIX,Arizona,85015,AZ - Phoenix,79,37981.33,12903.84,10155.2,2748.64
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30110,ABRAZO WEST CAMPUS,13677 WEST MCDOWELL ROAD,GOODYEAR,Arizona,85395,AZ - Phoenix,13,55462.15,13368.54,12108.54,1260
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,2800 EAST AJO WAY,TUCSON,Arizona,85713,AZ - Tucson,17,64726.29,18063.88,14744.41,3319.47
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30112,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALITY HOSP,2905 WEST WARNER ROAD,CHANDLER,Arizona,85224,AZ - Mesa,198,68293.86,12803.68,10009.68,2794
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30114,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD,ORO VALLEY,Arizona,85755,AZ - Tucson,420,84185.88,11638.99,9730.88,1908.11
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30115,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,PHOENIX,Arizona,85037,AZ - Phoenix,88,68092.42,15607.28,12824.19,2783.09
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,FORT MOHAVE,Arizona,86426,NV - Las Vegas,65,104936.22,12033.48,10431.57,1601.91
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30118,YAVAPAI REGIONAL MEDICAL CENTER-EAST CAMPUS,7700 EAST FLORENTINE ROAD,PRESCOTT VALLEY,Arizona,86314,AZ - Phoenix,154,67527.12,14285.29,12834.11,1451.18
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30119,MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,GILBERT,Arizona,85296,AZ - Mesa,187,92994.88,14235.24,12071.94,2163.3
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30121,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD,MESA,Arizona,85209,AZ - Mesa,167,75289.68,14485.27,12660.71,1824.56
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30122,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,GILBERT,Arizona,85234,AZ - Mesa,53,62288.74,14281.81,11777.81,2504
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30123,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,7400 EAST THOMPSON PEAK PARKWAY,SCOTTSDALE,Arizona,85255,AZ - Phoenix,475,68326.59,12771.99,9527.65,3244.34
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30130,BANNER IRONWOOD MEDICAL CENTER,37000 NORTH GANTZEL ROAD,SAN TAN VALLEY,Arizona,85140,AZ - Mesa,25,69141.64,15251,12565.84,2685.16
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,30131,O.A.S.I.S. HOSPITAL,750 NORTH 40TH STREET,PHOENIX,Arizona,85008,AZ - Phoenix,875,36738.6,12763.1,10286.26,2476.84
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,40001,SILOAM SPRINGS REGIONAL HOSPITAL,603 NORTH PROGRESS AVENUE,SILOAM SPRINGS,Arkansas,72761,AR - Springdale,22,61843.82,14321.77,11260.59,3061.18
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,40002,JOHNSON REGIONAL MEDICAL CENTER,1100 EAST POPLAR STREET,CLARKSVILLE,Arkansas,72830,AR - Little Rock,43,23273.44,12865.3,11379.63,1485.67
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,40004,WASHINGTON REGIONAL MEDICAL CENTER,3215 N NORTH HILLS BOULEVARD,FAYETTEVILLE,Arkansas,72703,AR - Springdale,363,42080.42,13037.37,10250.4,2786.97
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,40007,CHI-ST VINCENT INFIRMARY,TWO ST VINCENT CIRCLE,LITTLE ROCK,Arkansas,72205,AR - Little Rock,415,53293.97,12405.19,10270.2,2134.99
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,40010,MERCY HOSPITAL NORTHWEST ARKANSAS,2710 RIFE MEDICAL LANE,ROGERS,Arkansas,72758,AR - Springdale,168,34381.54,10970.87,9275.37,1695.5
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,40014,WHITE COUNTY MEDICAL CENTER,3214 EAST RACE AVENUE,SEARCY,Arkansas,72143,AR - Little Rock,149,37337.6,11928.57,10021.85,1906.72
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,40016,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,Arkansas,72205,AR - Little Rock,108,33086.38,16284.66,14448.06,1836.6
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,40017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH MAIN STREET,HARRISON,Arkansas,72601,AR - Springdale,140,37089.79,11906.16,10265.36,1640.8
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,40020,ST BERNARDS MEDICAL CENTER,225 E JACKSON,JONESBORO,Arkansas,72401,AR - Jonesboro,271,21635.01,12198.37,10628.15,1570.22
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,40022,NORTHWEST MEDICAL CENTER-SPRINGDALE,609 WEST MAPLE AVENUE,SPRINGDALE,Arkansas,72764,AR - Springdale,107,83482.23,12548.29,10669.39,1878.9
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,40026,CHI ST. VINCENT HOSPITAL HOT SPRINGS,300 WERNER STREET,HOT SPRINGS,Arkansas,71903,AR - Little Rock,328,32599.25,11708.23,9981.51,1726.72
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,470,Hip or Knee Replacement,40027,BAXTER REGIONAL MEDICAL CENTER,624 HOSPITAL DRIVE,MOUNTAIN HOME,Arkansas,72653,MO - Springfield,279,36355.18,11470.6,9735.38,1735.22
